,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,No,Datetime,Tweet,Artist,Genre,song,Album,Unnamed: 5,Sentiment
289,289,289,289,400,1/17/2019 7:26,b'#NowPlaying Pascale Picard  Gate 22 Gate 22 Pascale Picard Pascale Picard  Gate 22',Pascale Picard,ROCK,Gate 22, Me & Myself & Us,,Neutral
290,290,290,290,401,1/17/2019 7:26,b'Prayer X  King Gnu #nowplaying\n ',King Gnu,Rock,Prayer X,King Gnu Prayer X,,Neutral
291,291,291,291,402,1/17/2019 7:26,b'#NowPlaying Don Marsh Orchestra  O Love That Will Not Let Me Go O Love That Will Not Let Me Go Don Marsh Orchestra ',Indelible Grace,Christian,O Love That Will Not Let Me Go,Indelible Grace Side A,,Positive
292,292,292,292,403,1/17/2019 7:26,b'#NowPlaying  Bramsito  Faut pas ngliger\nSUR LA WEB RADIO TROPICALE DU LEBLOGDUZOUK  \n',Bramsito,Rap,Faut pas ngliger,  Faut pas ngliger,,Neutral
293,293,293,293,404,1/17/2019 7:26,b'Ahora Escuchas a Los Fabulosos Cadillacs  El satanico Dr Cadillacs #NowPlaying ',Ahora Escuchas,rock, a Los Fabulosos Cadillacs , El satanico Dr Cadillacs,,Neutral
294,294,294,294,405,1/17/2019 7:26,"b"" Poppin'Party #NowPlaying   """,Poppin'Party,Anime,Poppin'Party,Poppin'Party,,Neutral
295,295,295,295,407,1/17/2019 7:25,b'#NowPlaying   Silly  DJ Marky  Tune in   #dnb #drumandbass #dnbnow',DJ Marky,Electronic,Silly,My Heroes,,Negative
296,296,296,296,408,1/17/2019 7:25,b'#nowplaying Smug Face -  SUPER STAR  -MITSURU ',Smug Face,Anime,SUPER STAR,MITSURU,,Positive
297,297,297,297,411,1/17/2019 7:25,b'#NOWPLAYING Pimpn Smallz ft Poke Dog  MONKEYTOWN 2  I Might Circle Radio  ',Pimpn Smallz,rock, Poke Dog , MONKEYTOWN 2,,Neutral
298,298,298,298,412,1/17/2019 7:25,b'#NowPlaying Cello by Iyad Rimawi on #Anghami   ',The Piano Guys,pop,cello,Hits Volume 1,,Neutral
299,299,299,299,413,1/17/2019 7:25,b'#NowPlaying Genesis 45 by NIV Live  A Bible Experience',NIV,Christian,Genesis 45,  A Bible Experience,,Positive
300,300,300,300,414,1/17/2019 7:25,b'a-ha  Ray #NowPlaying   ',Ray,Anime,a-ha  Ray,Milky Ray,,Neutral
301,301,301,301,416,1/17/2019 7:25,b'ENTER THE STAGE by NUMB #NowPlaying ',Black Moon,Hip hop,ENTA DA STAGE,Wreck Records,,Negative
302,302,302,302,417,1/17/2019 7:25,b'#NowPlaying More Serious Business by Jazz Funk SoulMore Serious Business',Serious Business,Funk,More Serious Business ,More Serious Business,,Negative
303,303,303,303,418,1/17/2019 7:25,b'And Nothing Hurt by Spiritualized  #NowPlaying',Spiritualized,Alternative,And Nothing Hurt,Bella Union,,Neutral
304,304,304,304,419,1/17/2019 7:25,"b'#NowPlaying ""Californication by Red Hot Chili Peppers on   \n '",Red Hot Chili Peppers,Alternative,Californication,Californication,,Negative
305,305,305,305,420,1/17/2019 7:25,b'#Nowplaying Mi Gente by J Balvin Ft Willy William &amp Beyonce en #LaMega105',J Balvin & Willy William,Reggaeton,Mi Gente, Daddy K - The Mix 11,,Neutral
306,306,306,306,421,1/17/2019 7:25,b'#NowPlaying on #CacoteoRadio #Reggaeton Karol G  ', Karol G ,Reggaeton,Cacoteo,CacoteoRadio ,,Neutral
307,307,307,307,422,1/17/2019 7:25,"b'PEP Agency Radio  #NowPlaying ""No Grey Matter (Not Because You Owe Me) von  Joi  Reinhren und die aussergewhnli '",Joi ,Soul,No Grey Matter Not Because You Owe Me,SIR Rebekkah Holylove,,Negative
308,308,308,308,423,1/17/2019 7:25,"b'Now Playing ""O Mexico by Dosh\n#NowPlaying \n'",Dosh,Electronica,O Mexico, The Lost Take,,Neutral
309,309,309,309,424,1/17/2019 7:25,"b'RT   Take your Boo to the movies and go see ""The Upside damn it!!!!! #NowPlaying ....People are loving it!!!! '",kevin hart,pop,The Upside damn it!,Take your Boo to the movies and go see ,,Negative
310,310,310,310,425,1/17/2019 7:25,"b'album ""The Haunted Made Me Do It by The Haunted #nowplaying'",The Haunted, metal,Made Me Do It,The Haunted,,Neutral
311,311,311,311,426,1/17/2019 7:25,"b'Now Playing ""Orinoco Flow  Enya (Album  ""Music Life 40th Anniversary Series  WEA Music Version"" #NowPlaying'", Enya,Rock,Orinoco Flow,Watermark,,Neutral
312,312,312,312,427,1/17/2019 7:25,b'Goodnight Tennessee by Cold War Kids  #NowPlaying',Cold War Kids,Alternative,Goodnight Tennessee , Mine Is Yours,,Positive
313,313,313,313,428,1/17/2019 7:25,b'blue cores by petit milady #NowPlaying',petit milady,Anime,blue cores,blue cores,,Neutral
314,314,314,314,430,1/17/2019 7:25,b'RT   #NowPlaying    Love Shot ',EXO,Pop,love shot ,Don't Mess Up My Tempo,,Negative
315,315,315,315,431,1/17/2019 7:25,"b""#NowPlaying Josephine Marsh  Abbey Leix/The Peacock's Feather/Union Street Session (reels)""",Josephine Marsh  Abbey Leix,rock,The Peacock's Feather,Union Street Session ,,Neutral
316,316,316,316,433,1/17/2019 7:24,b'Zero Cult  500 Seconds  #nowplaying',Zero Cult,pop,500 Seconds,Zero Cult  500 Seconds,,Neutral
317,317,317,317,435,1/17/2019 7:24,b'#nowplaying Victoria La Mala  Si Va A Doler Que Duela .::  ::.',Victoria La Mala,Regional Mexican,Si Va A Doler Que Duela,Si Va A Doler Que Duela,,Neutral
318,318,318,318,436,1/17/2019 7:24,b'#NowPlaying Simple Living by Stuart Townend   The Journey',Stuart Townend,Christian,Simple Living, The Journey,,Neutral
319,319,319,319,437,1/17/2019 7:24,b'#nowplaying Remember Me (Kat Krazy Mix by Jennifer Hudson    ',Jennifer Hudson,Anime,Remember Me,Kat Krazy ,,Neutral
320,320,320,320,438,1/17/2019 7:24,b'#nowplaying walk with you ft Jazzin park  TOMOSUKE  GuitarFreaksV6 &amp DrumManiaV6 BLAZING!!! Music Selection ',Jazzin park,Anime,walk with you,Edwin McCain,,Neutral
321,321,321,321,439,1/17/2019 7:24,"b'RT   People are loving ""The Upside""....Go see what all of the hype is about damn it This movie does not disappoint....Lets'",kevin hart,pop,The Upside damn it!,Take your Boo to the movies and go see,,Negative
322,322,322,322,441,1/17/2019 7:24,b'RT  _83 #NowPlaying  About to go down      #HashiruLiveParty  #Spinmagicsounds #MidWeekVibes  #Casablanca_Juba',Michael White,Electronic,About to go down,About to go down,,Negative
323,323,323,323,442,1/17/2019 7:24,b'#NowPlaying We Could Be Free (Feat Ty Dolla $ign by Vic Mensa   #KeepingTheMusicInMotion ',Vic Mensa,Rap,We Could Be Free ,The Autobiography,,Positive
324,324,324,324,443,1/17/2019 7:24,b'#NowPlaying You Deserve  Chrystal Rucker on   #ChroniclesChristianRadio #ccradioco',Chrystal Rucker,Christian,You Deserve,You Deserve,,Neutral
325,325,325,325,444,1/17/2019 7:24,"b'#nowplaying ""To Be With You from  Feel a heartbeat Vol.0  [Live] by  '",Kelly Clarkson,pop,To Be With You ,Feel a heartbeat Vol,,Negative
326,326,326,326,445,1/17/2019 7:24,b'#NowPlaying Crystal Bungalow  Kevin MacLeod',Kevin MacLeod,pop,Crystal Bungalow ,Crystal Bungalow ,,Neutral
327,327,327,327,446,1/17/2019 7:24,b'#NowPlaying Souls of Mischief  93 til Infinity  on #BeatminerzRadio #HomeOfTheDJ Download our app in the iTunes or GoolePlay store.',93 'til Infinity,Rap,93 'til Infinity, Souls of Mischief,,Neutral
328,328,328,328,447,1/17/2019 7:24,b'Unterwegs by Veysel  #NowPlaying on ',AK Ausserkontrolle,Rap,Veysel,Unterwegs XY,,Neutral
329,329,329,329,448,1/17/2019 7:24,b'#nowplaying Tina Wanwa Baba Yakubu (Tribute song to my Grandfather by Brown Stone GH via   ',Brown Stone GH,Rap,Tina Wanwa Baba Yakubu, my Grandfather,,Neutral
330,330,330,330,449,1/17/2019 7:24,"b""#NowPlaying She's One Sweet Show Girl (Show Girl [HC4 by Ben Pollack""",Ben Pollack,Jazz,She's One Sweet Show Girl,She's One Sweet Show Girl,,Positive
331,331,331,331,452,1/17/2019 7:24,b'#NowPlaying Niall Horan  Slow Hands  With Lyrics on #kyobradio.com',Niall Horan,Pop,Slow Hands, Flicker\,,Negative
332,332,332,332,453,1/17/2019 7:24,b'#NowPlaying Chills by Charlie Wilson on #UrbanRadio Smooth R&amp;B ',Charlie Wilson,Contemporary,Chills , In It to Win It,,Positive
333,333,333,333,454,1/17/2019 7:24,"b'#NowPlaying ""Bubble Up Economics by Keep Right on   '",Keep Right,Pop,Bubble Up Economics,Bubble Up Economics,,Negative
334,334,334,334,455,1/17/2019 7:24,"b'#NowPlaying ""I Don\'t Wanna by Aaliyah on   \n '",Aaliyah,Rap,I Don't Wanna, Next Friday,,Neutral
335,335,335,335,456,1/17/2019 7:24,b'#NowPlaying Chris Brown Tyga  Ayo CLEAN on #FastCast4u.com',Chris Brown& Tyga,Soul,Tyga  Ayo,Fan of a Fan: The Album,,Positive
336,336,336,336,457,1/17/2019 7:24,"b'#NowPlaying  Bobby ""Blue Bland by  That\'s The Way Love Is '",Bobby Bland,Classic Blues,That's The Way Love Is,Together for the First Time... Live,,Negative
337,337,337,337,458,1/17/2019 7:24,"b""#NowPlaying U.N.V  Something's Going On on #tinoveeconcept.com""",U.N.V,Rock, Something's Going On,U.N.V  Something's Going On,,Neutral
338,338,338,338,459,1/17/2019 7:24,b'#NowPlaying Gay Exposure by Aries Spears Tune in now at   ',Aries Spears,Rock,Gay Exposure,Gay Exposure,,Positive
339,339,339,339,460,1/17/2019 7:24,b'#NowPlaying on   Buscrates 16 Bit Ensemble Feat Laura Benack  On My Own (Boogie-Funk  ',Laura Benack,rock,On My Own,Buscrates 16 Bit Ensemble ,,Positive
340,340,340,340,462,1/17/2019 7:24,b'#NowPlaying Donnie McClurkin  Stand : Tune In ',Donnie McClurkin ,christian,Stand,Donnie McClurkin ,,Neutral
341,341,341,341,463,1/17/2019 7:24,b'#nowplaying Joi Cardwell Jon Dasilva Maceo Plex  Love Somebody Else Feat Joi Cardwell (Original Mix ',Eric Estornel& Jon DaSilva,Electronic,Love Somebody Else,Love Somebody Else,,Negative
342,342,342,342,464,1/17/2019 7:24,"b""#NowPlaying Bobby Goldsboro  It's Too Late on """,Bobby Goldsboro,Rock,It's Too Late, Honey,,Positive
343,343,343,343,465,1/17/2019 7:24,b'#NowPlaying Juicy by The Notorious B.I.G on #UrbanRadio Old School Hip Hop ',The Notorious B.I.G,Rap,Juicy ,8 Mile,,Positive
344,344,344,344,468,1/17/2019 7:24,b'#NowPlaying Madonna  Gambler on  ',Madonna,Pop,Gambler,vision quest,,Neutral
345,345,345,345,469,1/17/2019 7:24,b'Mariah Carey  Open Arms\n#NowPlaying',Mariah Carey ,Contemporary ,Open Arms, Daydream,,Neutral
346,346,346,346,471,1/17/2019 7:24,b'#NowPlaying Nightshift by Gregg Karukas',Gregg Karukas,Rock,Nightshift ,Nightshift ,,Neutral
347,347,347,347,472,1/17/2019 7:24,"b""#NowPlaying Anastacia  I'm Outta Love (MTV on #nycfreestyle54fm.com""",Anastacia  ,Pop,I'm Outta Love,Not That Kind,,Negative
348,348,348,348,473,1/17/2019 7:24,b'Mal The Oddity  Iodine (feat Josh White #NowPlaying',Mal The Oddity,Rap, Iodine,Mal The Oddity  Iodine ,,Neutral
349,349,349,349,474,1/17/2019 7:24,"b'Now Playing ""Mad As Snow by Kitchens of Distinction\n#NowPlaying \n'",Kitchens of Distinction,Alternative,Mad As Snow , The Death of Cool,,Positive
350,350,350,350,475,1/17/2019 7:24,b'#NowPlaying Ear To The Streets by King Puff on #UrbanRadio NewMusicInsite ', King Puff ,pop,Ear To The Streets , King Puff ,,Neutral
351,351,351,351,476,1/17/2019 7:24,b'#NowPlaying on   All I Am ',jess glynne ,Pop,All I Am, Always In Between,,Neutral
352,352,352,352,478,1/17/2019 7:24,b'#NowPlaying Run-D.M.C  Walk This Way (1986 on #Radiomagica877 ',Run-D.M.C,Rap,  Walk This Way,Raising Hell,,Neutral
353,353,353,353,479,1/17/2019 7:24,b'#nowplaying DOUBLE  The Captain Of Her Heart\nWe loooove DOUBLE !!!\nThe love and glamorous radio from Paris.. visi ', DOUBLE,Rock,  The Captain Of Her Heart, DOUBLE  The Captain Of Her Heart,,Positive
354,354,354,354,481,1/17/2019 7:24,b'#NowPlaying Christmas In Dixie  Alabama #Malta #MaltaChristmas #Christmas', Alabama,Country ,Christmas In Dixie,Alabama Christmas,,Neutral
355,355,355,355,482,1/17/2019 7:24,b'  #NowPlaying Ryukyu Underground  Snow In Okinawa (Remix on Global Chillout by ',Ryukyu Underground,Pop,Snow In Okinawa,Ryukyu Underground,,Neutral
356,356,356,356,483,1/17/2019 7:24,b'#NowPlaying Proud Mary [HJg  Creedence Clearwater Revival #TuneIn #AmazonEcho #InternetRadio \n',Proud Mary,pop,Creedence Clearwater Revival,Fantasy 1969 Arranged,,Positive
357,357,357,357,484,1/17/2019 7:24,b'#nowplaying Promise by Adekunle Gold SIMI via   ',Adekunle Gold,Rap,Promise ,SIMI,,Neutral
358,358,358,358,485,1/17/2019 7:24,b'#NowPlaying hansi ban gaee on #FastCast4u.com',Ami Mishra,Melody,hansi ban gaee,Hamari Adhuri Kahani,,Neutral
359,359,359,359,486,1/17/2019 7:24,b'#nowplaying Good Citizens savagedrinks #2018albumsiveoverlooked ',Cash Savage and the Last Drinks,Alternative, savage drinks,Good Citizens,,Positive
360,360,360,360,487,1/17/2019 7:24,b'#NowPlaying Superpoze  Opening ',Superpoze,Electronic,Opening,Opening,,Neutral
361,361,361,361,488,1/17/2019 7:24,b'RT  _Sing #NowPlaying    San Dimas High School Football Rules  One of my favourite punk bands covering ano',San Dimas ,ROCK,High School Football Rules, punk bands,,Negative
362,362,362,362,489,1/17/2019 7:24,b'#NowPlaying Enrique Iglesias  Experiencia religiosa entra a #', Enrique Iglesias,Pop,Experiencia religiosa ,Experiencia religiosa ,,Neutral
363,363,363,363,490,1/17/2019 7:24,b'#NowPlaying Lexi  Abide on uGospel Radio!',Abide ,Christian,Lexi,uGospel,,Neutral
364,364,364,364,492,1/17/2019 7:24,b'#NowPlaying Adam Werner  Kealia Sunrise',Adam Werner,New Age, Kealia Sunrise, Deep,,Neutral
365,365,365,365,493,1/17/2019 7:24,b'#NowPlaying Midi Culture  New Rules Midi Culture \nLRdR  Radio Hits dcouvertes   ', Pascal Junior& Midi Culture,pop,New Rules ,New Rules ,,Positive
366,366,366,366,494,1/17/2019 7:24,b'#NowPlaying Freddie And The Dreamers  Funny Over You On Atlantic Radio Uk #Hits',Freddie and the Dreamers,Pop, Funny Over You, Funny Over You,,Positive
367,367,367,367,495,1/17/2019 7:24,b' Happy Clover #NowPlaying   ',Happy Clover,Anime,Happy Clover,Happy Clover,,Positive
368,368,368,368,496,1/17/2019 7:23,b'#NowPlaying Exchange by Bryson Tiller on #UrbanRadio New R&amp;B ',Bryson Tiller,Soul,Exchange ,T R A P S O U L,,Positive
369,369,369,369,497,1/17/2019 7:23,b'#NowPlaying The Process of Success by Evangelist Angela Showers', Evangelist Angela Showers,pop,The Process of Success ,The Process of Success ,,Positive
370,370,370,370,498,1/17/2019 7:23,b'#NowPlaying on KDUB Radio Chevelle  Hats Off To The Bull\n\n',Chevelle,Rock,Hats Off to the Bull,Chevelle,,Neutral
371,371,371,371,500,1/17/2019 7:23,b'#NowPlaying Cold Blooded Killer by Rob Godfrey #discoverunsigned  ',Rob Godfrey,Rock,Cold Blooded Killer,Cold Blooded Killer,,Negative
372,372,372,372,501,1/17/2019 7:23,b'#nowplaying Dreaming Of You  Selena  info instagram  #musikenakseharian stop piracy  buy ',Selena,Pop,Dreaming Of You,Dreaming Of You  ,,Neutral
373,373,373,373,503,1/17/2019 7:23,b'Over the Sky by DREAMCATCHER  #NowPlaying',DREAMCATCHER,Anime,Over the Sky,Over the Sky,,Neutral
374,374,374,374,505,1/17/2019 7:23,b'RT   #NOWplaying \nSong Save Me\nAlbum Young Forever\n\n#BTS     _twt \n',Young Forever,pop,Save Me,Young Forever,,Negative
375,375,375,375,506,1/17/2019 7:23,b'#NowPlaying Unthinkable by Alicia Keys on #UrbanRadio R&amp;B Hits ',Alicia Keys,Contemporary ,Unthinkable,The Element of Freedom,,Negative
376,376,376,376,507,1/17/2019 7:23,b'#NowPlaying Nobody Greater by Vashawn Mitchell on #UrbanRadio Gospel Hits ',Vashawn Mitchell,Christian,Nobody Greater,Triumphant,,Positive
377,377,377,377,509,1/17/2019 7:23,"b""#NowPlaying   Yvonne Elliman  If I Can't Have You""",Yvonne Elliman,Rock,  If I Can't Have You,Saturday Night Fever,,Neutral
378,378,378,378,510,1/17/2019 7:23,b'#nowplaying Ma Cherie  Abou Diarra (Koya  2016  ',Abou Diarra,Pop,Ma Cherie,Koya  ,,Neutral
379,379,379,379,512,1/17/2019 7:23,b'Bukan Cinta Biasa by Afgan  #NowPlaying', Afgansyah Reza,Pop,Bukan Cinta Biasa, The One,,Neutral
380,380,380,380,513,1/17/2019 7:23,b'#NowPlaying Death  Cosmic Sea #Radio #webplayer ',Death,Metal,  Cosmic Sea,Human,,Neutral
381,381,381,381,515,1/17/2019 7:23,b'#NowPlaying    San Dimas High School Football Rules  One of my favourite punk bands c ',the ataris,Rock,San Dimas High School Football Rules,San Dimas High School Football Rules,,Positive
382,382,382,382,516,1/17/2019 7:23,b'End Game  Taylor Swift feat Ed Sheeran &amp Future #NowPlaying #IstaraFM [14:23 wib]',Taylor Swift,Pop,End Game ,Reputation,,Negative
383,383,383,383,517,1/17/2019 7:23,"b'#Trending #Music ""Down For You ft Rich Homie Quan Prod by Jay-Mo by ""Lynn Tate""\n#NowPlaying '",Lynn Tate,Rock,Down For You ,rich homie quan,,Negative
384,384,384,384,518,1/17/2019 7:23,b'RT   #NowPlaying   ft     Dem No Be God',Mike Abdul,pop,Dem No Be God,Babatunmise,,Neutral
385,385,385,385,519,1/17/2019 7:23,b'#NowPlaying Shout (Us Dub Mix by Tears for Fears on  in #RVA  Please Like &amp RT #80sChildRadio',Tears for Fears ,Pop,Shout , Songs from the Big Chair,,Neutral
386,386,386,386,520,1/17/2019 7:23,b'RT    \n\n/(ARAYA)/A-05orA-60 #USEN #umgarden #NowPlaying\n\n\n\n#YouTube \n#\n',Alicia Keys,Contemporary ,No One,As I Am,,Neutral
387,387,387,387,521,1/17/2019 7:23,b'#NowPlaying on   No One ',Haruka Tomatsu,Pop,Girls be ambitious,Rainbow Road,,Neutral
388,388,388,388,525,1/17/2019 7:23,b'#NowPlaying Amazing Kiss by BoA via   ',BoA,pop,Amazing Kiss,Amazing Kiss,,Positive
389,389,389,389,527,1/17/2019 7:23,b'Datura  Eternity is #NowPlaying on  ',Datura,Rock,Datura  Eternity,Eternity,,Neutral
390,390,390,390,528,1/17/2019 7:23,b'Schedule #nowplaying\nListen now at ', ,rock,Schedule,,,Neutral
391,391,391,391,530,1/17/2019 7:23,b'#NowPlaying en #PromezaRadio No te has dado cuenta  Bambu7', Bambu7,pop,No te has dado cuenta,,,Neutral
392,392,392,392,531,1/17/2019 7:23,b'Feeling Lonely de boy pablo  #NowPlaying',Boy Pablo,Alternative/Indie,Feeling Lonely, Soy Pablo,,Negative
393,393,393,393,532,1/17/2019 7:23,b'#NowPlaying Unknown  dj radio day.mp3',dj,pop,dj,,,Negative
394,394,394,394,533,1/17/2019 7:23,b'RT   Into The Mystic by Van Morrison  #NowPlaying', Van Morrison,Country music and Classic Rock,Into The Mystic, Moondance,,Neutral
395,395,395,395,534,1/17/2019 7:23,b'#NowPlaying The jazzy Gipsy  Caf Del Chillia', Café Del Chillia,jazz,The jazzy Gipsy, The Jazzy Gipsy,,Neutral
396,396,396,396,535,1/17/2019 7:23,b'  Que bonita #NowPlaying las rolas de Ximena Sariana', Florencio Morales Ramos,rock, Que bonita ,,,Neutral
397,397,397,397,536,1/17/2019 7:22,b'She Sells Sanctuary by The Cult  #nowplaying #6music', The Cult,Alternative/Indie and Rock,She Sells Sanctuary, Love,,Neutral
398,398,398,398,537,1/17/2019 7:22,b'RT   #NowPlaying Kathleen by Catfish and the Bottlemen  #alternative #alternativerock ',Catfish And The Bottlemen,Alternative/Indie and Rock,Kathleen,The Balcony,,Neutral
399,399,399,399,538,1/17/2019 7:22,"b'Currently tuned into ""Manuel Gttsching E2-E4 by    #nowplaying at '", ,rock,"Manuel Gttsching E2-E4,
539, , ,My Green Park,everything
540,Robin Schulz, House,Headlight,Sugar
541, ,Gospel music,WOW Gospel 2000,Compilation
542, , ,LAVENDER ,
543,BeBe Winans, ,He Promised Me via,
544,Blackbirds Roar, ,Strike Anywhere,
545,Drake ft,pop, Swizz Beatz  Fancy (Clean),
546, ,pop music,party,
547,The Cult,Alternative/Indie&Rock,She Sells Sanctuary, Love
548, The Strokes,Alternative/Indie,Last Nite,Is This It
549,Akon, ,Akon  Locked Up instrumental,
550, The Stone Roses, Brit Pop,I Wanna Be Adored, The Stone Roses
551,Elle Archer, R&B/Soul, Propaganda,
552, Mandy Moore, Pop,Have A Little Faith In Me, Coverage
553,Alicia Keys , ‎Neo soul,Fire We Make,
554,Kari Jobe,Christian/Gospel,I'm Not Alone, Majestic
555,Stewart Copeland,pop,Brothers On Wheels, Rumble Fish
556, Spliff,Pop,Spliff  Heut Nacht', 85555
557, , Pop,Tattoo Colour,Hong Ser,
558, Ohio Players, R&B/Soul,Fire,Fire
559,Tamela Mann, ,Tamela Mann,
560,T.M.Soundararajan', ,T.M.Soundararajan',Murugan Padalgal
561,Tame Impala, Alternative/Indie,Mind Mischief, Lonerism
562,KIM JAE JOONG, ,KIM JAE JOONG J-PARTY,
564, Sonata Arctica, Metal,We Are What We Are, The Ninth Hour
565, Queen,jazz,Don't Stop Me Now,jazz
566, , ,odorBaby2019,
567, Mark Funk&Danny Cruz,pop,americana,
568, Hyuna,pop, lip & hip,
569, Matou Samuel, Christian/Gospel,Kiesse Mu Yesu,
570,Mustapha Chahbouni', ,Adday Yiri Woul Cha Ourda iTchawar,
571,Wayne Shorter,pop,Yes or No,juju
572,Metallica,Metal,Fade To Black, Ride the Lightning
573, , ,Einstein ga,tokenakatta mondai
574,Pape Franois,gospal,Pape Franois msg,
575,enanitos verdes,pop,Te vi en un tren,
576,AhAhlu LAHI, ,Ahlu LAHI  Niane Mame Rane 2018 Hommage 1',
577, , ,EnCeMoment sur Antina   Si Moh  Zman',
578,Chris Crack,pop,Chris Crack ,Last of the Lean
579,Lacuna Coil, Metal,Trip the Darkness, Dark Adrenaline
580,Lacuna Coil, Metal,Trip the Darkness, Dark Adrenaline
581, Amelia Warner,Alternative/Indie,Please Please Please Let Me Get What I Want,Renditions
582, Black Thought,Hip-Hop/Rap,The New Grit, Streams Of Thought Vol. 2
584,GreatGildersleeve, ,Jolly Boy's Sleigh Ride,
585,Tamar Braxton,Contemporary R&B,The One ,Love and War
586, French Montana,Hip-Hop/Rap,Ain\'t Worried About Nothin, Excuse My French
587,Spike Lee, ,Exclusive Interview,
589,Katy Tiz,pop,Life,
590,B COLE,pop,BANKROLL
592,Perfecto Allstarz Freejak,pop,Reach Up,
593, Lil Wayne, Hip-Hop/Rap,Uproar,Tha Carter V
594,Jaejoong, ,LAVENDER,
595, , ,Though there are some similarities to On The Corner,
596, , ,Colision y Fuga,
597,Chi Tashi ,hip-pop,THE HOME OF BOSTON,Sleeping Giant 
598,Be Bop A Lula, , Gene VINCENT,
599,Bad Bunny, ‎Latin trap,Bad Bunny,
600,The Beach Boys,Pop rock‎,California Girls On Atlantic,
601, Letlive, Alt Metal, Who You Are Not, If I'm the Devil
602,Led Zeppelin,pop,Black Dog
604, Dioni Fernandez,pop,No se que hacer,
605,petit milady, ,petit milady
606,KinKi Kids,pop,co  KinKi Kids,
607,Indian television series,dance,Just Dance by HINID,dance show
608, Linus Loves ,music,Stand Back,
609,Damon Albarn,Brit Pop,Mr Tembo, Everyday Robots
610, , ,brahm Qadr  Henar henar henar e,
611, , ,LOS NINOS DEL CLUB,
613, , , Maltby Miners Welfare Band,
614, Roselia, Anime,BRAVE JEWEL, Bushiroad Music
615, , ,Goes Around by   on BLACKFLIGHTRADIO,
616, Carly Simon, Vocal/Easy Listening,Carly Simon , No Secrets
617, Howard Jones, Rock and Pop,Life In One Day, Dream into Action
618, Ace Hood ,pop,2 Mollys
619,Bria Lee,pop,One Shot
620,electronic,music, Rise (Earth is Full Mix),
621, Lower Spectrum,Dance/Electronic, KHLEVER,Traces
622, , ,Ferrari,
623, , ,CANDYLADY MIX 1.5 Circle,
624, David Allen, ,Prophet,
625, Jazmin Ghent,Jazz,Heat, The Story of Jaz
626,Calico ,pop, TruStory 
627,Roc Boys, ,he Winner Is,
628,2 Chainz,Hip-Hop/Rap,Feds Watching, B.O.A.T.S. II: Me Time
629, Drake,Hip-Hop/Rap,In My Feelings, Scorpion
630, , ,The Origin (Including """"Dragon"""")",,,Neutral
400,400,400,400,631,1/17/2019 7:20,b'#NowPlaying RECORDED LIVE AT THE SONICA VENAO FESTIVAL 2018 PT3 by IGOR MARIJUAN B2B ERNESTO ALTES on ',IGOR MARIJUAN,rock,A VENAO FESTIVAL 2018 PT3,,,Positive
401,401,401,401,632,1/17/2019 7:20,b'#nowplaying Suite Populaire Espagnole  Jota  Arrangement Pour Violon et Harpe  Philippe Villafranca (No Piano N ', ,rock,Suite Populaire Espagnole  Jota  Arrangement Pour Violon et Harpe,,,Neutral
402,402,402,402,633,1/17/2019 7:20,b'#NowPlaying Saken Albi by Suzanne Tameem on #Anghami  ', Suzanne Tameem,pop, Saken Albi,,,Neutral
403,403,403,403,634,1/17/2019 7:20,b'#nowplaying \n#songsinfo', ,rock,songsinfo,,,Neutral
404,404,404,404,635,1/17/2019 7:20,b' #nowplaying #enreproduccion Bodybangers  Love Come Down(Radio Edit #Bodybangers en #RadioDance', Bodybangers,rock,Love Come Down,,,Positive
405,405,405,405,636,1/17/2019 7:20,"b'#nowplaying ""Tame Impala  Sestri Levante [Live] from the album [Currents [Live [Bonus Disc]] #tameimpala'",Tame Impala,Psychedelic Rock, Sestri Levante, Live Versions,,Negative
406,406,406,406,637,1/17/2019 7:20,b'528Hz\n  #BGM #BGM #NowPlaying ', ,rock,BGM,,,Neutral
407,407,407,407,638,1/17/2019 7:20,b'Born of Osiris #NowPlaying on   The Simulation ', Born Of Osiris, Rock,The Simulation,Sumerian Records,,Neutral
408,408,408,408,639,1/17/2019 7:20,b'RT   #nowplaying Competition on starvation by Capablenino feat Zagiebeats via the   app ',Capablenino feat Zagiebeats ,rock,starvation,,,Neutral
409,409,409,409,640,1/17/2019 7:20,"b""RT    #NowPlaying #Kalmah  Burbot's Revenge    #playstation #PlayStation4 #PS2 #PS1 #PS3 #playstat""", Kalmah,Black/Death Metal, Burbot's Revenge,Swampsong,,Neutral
410,410,410,410,641,1/17/2019 7:20,"b' #nowplaying ""Carmen (Intermezzo)"" Georges Bizet in #RadioLounge'",Georges Bizet,rock,Carmen (Intermezzo),,,Neutral
411,411,411,411,642,1/17/2019 7:20,b'RT  _51 \nAyingEntertainment weibo\n2019 KIM JAEJOONG J-PARTY&amp;MINI CONCERT in HK\n\n\n  #',KIM JAEJOONG,POP,nAyingEntertainment J-PARTY;MINI,,,Neutral
412,412,412,412,643,1/17/2019 7:20,"b'#NowPlaying ""19 You  Me by Dan  Shay on   \n '",Dan  Shay,rock,You  Me ,,,Neutral
